item_id,title_zh,title_en,collection_url,status,source_page_url,match_count,matched_titles,matched_urls,notes
1032c94dc26c,怒猫,Furious Cat,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
7a495437dea8,《苹果与马》,Apples and Horses,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385359.html#w,1,,https://artist.artron.net/artists23471/2-385359.html#w,Matched collection-page work title: 《苹果与马》《量子坚白论》
817c85485534,中国远征军-老兵李文德,Chinese Expeditionary Force - Veteran Li Wende,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-141760.html#w,1,,https://artist.artron.net/artists5391/1-141760.html#w,Matched collection-page work title: 中国远征军-老兵李文德
b08a77016f53,毛茸茸的大狗,Fluffy Big Dog,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383874.html#w,1,,https://artist.artron.net/artists23462/2-383874.html#w,Matched collection-page work title: 毛茸茸的大狗
ee4610588f3f,夏天,,https://artist.artron.net/artists314; https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191; https://www.artmajeur.com/irina-laube?view=grid&collections%5B%5D=1872800,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
51b28e1848fc,憩,Repose,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383190.html#w,1,,https://artist.artron.net/artists23462/2-383190.html#w,Matched collection-page work title: 憩
df732c4410e3,避雨的小猪,Pig Sheltering from the Rain,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383877.html#w,1,,https://artist.artron.net/artists23462/2-383877.html#w,Matched collection-page work title: 避雨的小猪
ff377c0bca2d,秋水,Autumn Water,https://artist.artron.net/artists314; https://guanpuxue.artron.net/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
46f42ba64835,玩耍的夫妻两,Playing Couple,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383161.html#w,1,,https://artist.artron.net/artists23462/2-383161.html#w,Matched collection-page work title: 玩耍的夫妻两
55fc7242b742,《城堡之夜》,Night of the Castle,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/2-325831.html#w,1,,https://artist.artron.net/artists5391/2-325831.html#w,Matched collection-page work title: 《城堡之夜》
1d761e9323fc,基尔海港的粉色回忆,Pink Memories of Kiel Harbor,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-230304.html#w,1,,https://artist.artron.net/artists5391/1-230304.html#w,Matched collection-page work title: 苏阳阳油画作品：基尔海港的粉色回忆
8fa40a09a8c2,犀牛大哥,Brother Rhino,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383651.html#w,1,,https://artist.artron.net/artists23462/2-383651.html#w,Matched collection-page work title: 犀牛大哥
cd180a38fc7a,施塔恩贝格帆影,Sailboats on Lake Starnberg,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-230318.html#w,1,,https://artist.artron.net/artists5391/1-230318.html#w,Matched collection-page work title: 苏阳阳油画作品--施塔恩贝格帆影
2910b3ec4bea,生命的源起,Origin of Life,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384942.html#w,1,,https://artist.artron.net/artists23471/2-384942.html#w,Matched collection-page work title: 生命的源起
6c5787c90201,昊天,Vast Sky,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384581.html#w,1,,https://artist.artron.net/artists23471/2-384581.html#w,Matched collection-page work title: 昊天
dbec299f61c3,触,Touch,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-381492.html#w,1,,https://artist.artron.net/artists23462/2-381492.html#w,Matched collection-page work title: 触
b661535ffe1b,坝上暮色,Evening at Bashang,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-230308.html#w,1,,https://artist.artron.net/artists5391/1-230308.html#w,Matched collection-page work title: 苏阳阳油画作品：坝上暮色
df934ec0cfa8,川流不息,Endless Flow,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-142000.html#w,1,,https://artist.artron.net/artists5391/1-142000.html#w,Matched collection-page work title: 川流不息
0240c1cfde86,《星际》,Interstellar,https://artist.artron.net/artists314; https://huangjiannan.artron.net/works_index_21,exact_work_url_candidate,https://artist.artron.net/artists314/1-383689.html#w,1,,https://artist.artron.net/artists314/1-383689.html#w,Matched collection-page work title: 《星际》50x60.2022.党中华油画2233.jpg
f4a566d593e1,黑白映光,Black and White Reflection,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/2-245690.html#w,1,,https://artist.artron.net/artists5391/2-245690.html#w,Matched collection-page work title: 黑白映光
3714cb01b381,爱,Love,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-382364.html#w,1,,https://artist.artron.net/artists23462/2-382364.html#w,Matched collection-page work title: 爱
690091d15403,犀之爱,Rhinoceros Love,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-381541.html#w,1,,https://artist.artron.net/artists23462/2-381541.html#w,Matched collection-page work title: 犀之爱
9b45ce47e3a3,俯瞰雪山,Overlooking Snow Mountain,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384946.html#w,1,,https://artist.artron.net/artists23471/2-384946.html#w,Matched collection-page work title: 俯瞰雪山
221db885cfc0,生命之花,Flower of Life,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
be09a41ed56d,想,Thoughts,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-385480.html#w,1,,https://artist.artron.net/artists23462/2-385480.html#w,Matched collection-page work title: 想.PNG
b83d22c85cbc,坝上春色,Spring Colors on the Dam,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-230309.html#w,1,,https://artist.artron.net/artists5391/1-230309.html#w,Matched collection-page work title: 苏阳阳油画作品：坝上春色
faf09d21ad38,翠日,Jade Sun,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384038.html#w,1,,https://artist.artron.net/artists23471/2-384038.html#w,Matched collection-page work title: 翠日
625823d46eb1,母爱,Maternal Love,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
b29d63fdc787,羊驼,Alpaca,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383196.html#w,1,,https://artist.artron.net/artists23462/2-383196.html#w,Matched collection-page work title: 羊驼
4db2d8f5862b,腾飞.jpg,Soaring.jpg,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-385197.html#w,1,,https://artist.artron.net/artists23462/2-385197.html#w,Matched collection-page work title: 腾飞.jpg
b76862d85aa1,《她送我的花》,The Flowers She Gave Me,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/2-325816.html#w,1,,https://artist.artron.net/artists5391/2-325816.html#w,Matched collection-page work title: 《她送我的花》
30bba9e0c618,归家,Homecoming,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-383788.html#w,1,,https://artist.artron.net/artists23471/2-383788.html#w,Matched collection-page work title: 归家
c9ed951462bd,山涧细流,Mountain Stream,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-384948.html#w,1,,https://artist.artron.net/artists23471/2-384948.html#w,Matched collection-page work title: 山涧细流
5a602c054c4b,红房子,Red House,https://artist.artron.net/artists314; https://guanpuxue.artron.net/,exact_work_url_candidate,https://artist.artron.net/artists314/1-383202.html#w,1,,https://artist.artron.net/artists314/1-383202.html#w,Matched collection-page work title: 《红房子》50x60.2022.党中华油画2181.jpg
712e746c036e,骑猪的小男孩,Boy Riding a Pig,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383878.html#w,1,,https://artist.artron.net/artists23462/2-383878.html#w,Matched collection-page work title: 骑猪的小男孩
6abb98850d1e,子非鱼安知鱼之乐,How Can You Know the Joy of Fish?,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383193.html#w,1,,https://artist.artron.net/artists23462/2-383193.html#w,Matched collection-page work title: 子非鱼安知鱼之乐
530bdc8efbc0,闇谷,Dark Valley,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-383986.html#w,1,,https://artist.artron.net/artists23471/2-383986.html#w,Matched collection-page work title: 闇谷
143995e0f218,黑夜里的黑猫,Black Cat in the Night,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-381767.html#w,1,,https://artist.artron.net/artists23462/2-381767.html#w,Matched collection-page work title: 黑夜里的黑猫
88341da6f333,耸山云闲,Clouds Resting on Lofty Mountains,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-383853.html#w,1,,https://artist.artron.net/artists23471/2-383853.html#w,Matched collection-page work title: 耸山云闲
9d10103ab892,水边人家,Waterside Dwellings,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/2-143910.html#w,1,,https://artist.artron.net/artists5391/2-143910.html#w,Matched collection-page work title: 水粉-- 水边人家-苏州
a16ab781ce1e,春消息,Spring Tidings,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists5391/1-143917.html#w,1,,https://artist.artron.net/artists5391/1-143917.html#w,Matched collection-page work title: 油画-- 春消息
50812cd43d44,古峰临泽,Ancient Peaks Over Streams,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385697.html#w,1,,https://artist.artron.net/artists23471/2-385697.html#w,Matched collection-page work title: 古峰临泽
ecd948f21ee2,舒服的猫,Comfortable Cat,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-385484.html#w,1,,https://artist.artron.net/artists23462/2-385484.html#w,Matched collection-page work title: 舒服的猫iPad绘画30*40cm2025.jpg
e85d3cc44e5a,绿之奏鸣曲,Green Sonata,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385662.html#w,1,,https://artist.artron.net/artists23471/2-385662.html#w,Matched collection-page work title: 绿之奏鸣曲
d5932764f0aa,《泪海》,Sea of Tears,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
0106d8494646,侦查甲壳虫,Reconnaissance Beetle,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383656.html#w,1,,https://artist.artron.net/artists23462/2-383656.html#w,Matched collection-page work title: 侦查甲壳虫
1d28721e715a,水乡小镇,Waterside Town,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
4e9b28043484,冬季,,https://artist.artron.net/artists314; https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842; https://www.artmajeur.com/giancarlo-colombo?view=grid&collections%5B%5D=2426074,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
8e74b6358482,无色鹦鹉,Colorless Parrot,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-383909.html#w,1,,https://artist.artron.net/artists23462/2-383909.html#w,Matched collection-page work title: 无色鹦鹉
bea7ee674fa1,开心的狗,Happy Dog,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,https://artist.artron.net/artists23462/2-382916.html#w,1,,https://artist.artron.net/artists23462/2-382916.html#w,Matched collection-page work title: 开心的狗.jpg
971d6817ce95,壮山,Majestic Mountain,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,https://artist.artron.net/artists23471/2-385658.html#w,1,,https://artist.artron.net/artists23471/2-385658.html#w,Matched collection-page work title: 壮山
8b65e0c18de3,早市,,https://artist.artron.net/artists314; https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
be2e4aa15c3e,阳光,,https://artist.artron.net/artists314; https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,multiple_exact_work_url_candidates,,,,,Multiple work links matched title on source collection page; verify exact image visually.
