item_id,image_filename,title_zh,title_en,source_url,github_image_url
5a602c054c4b,images_raw/5a602c054c4b.jpg,红房子,Red House,https://artist.artron.net/artists314/1-383202.html#w,
0240c1cfde86,images_raw/0240c1cfde86.jpg,《星际》,Interstellar,https://artist.artron.net/artists314/1-383689.html#w,
7a495437dea8,images_raw/7a495437dea8.jpg,《苹果与马》,Apples and Horses,https://artist.artron.net/artists23471/2-385359.html#w,
9b45ce47e3a3,images_raw/9b45ce47e3a3.jpg,俯瞰雪山,Overlooking Snow Mountain,https://artist.artron.net/artists23471/2-384946.html#w,
50812cd43d44,images_raw/50812cd43d44.jpg,古峰临泽,Ancient Peaks Over Streams,https://artist.artron.net/artists23471/2-385697.html#w,
971d6817ce95,images_raw/971d6817ce95.jpg,壮山,Majestic Mountain,https://artist.artron.net/artists23471/2-385658.html#w,
c9ed951462bd,images_raw/c9ed951462bd.jpg,山涧细流,Mountain Stream,https://artist.artron.net/artists23471/2-384948.html#w,
06e9042faac1,images_raw/06e9042faac1.jpg,岸,Shore,https://artist.artron.net/artists23471/2-385699.html#w,
30bba9e0c618,images_raw/30bba9e0c618.jpg,归家,Homecoming,https://artist.artron.net/artists23471/2-383788.html#w,
6c5787c90201,images_raw/6c5787c90201.jpg,昊天,Vast Sky,https://artist.artron.net/artists23471/2-384581.html#w,
3d4549820546,images_raw/3d4549820546.jpg,春山远去,Spring Mountains Recede,https://artist.artron.net/artists23471/2-384941.html#w,
c741ef3e2d30,images_raw/c741ef3e2d30.jpg,沃野天光,Vast Fields and Heavenly Light,https://artist.artron.net/artists23471/2-385673.html#w,
9a4dae4d2820,images_raw/9a4dae4d2820.jpg,湛蓝微光,Azure Glow,https://artist.artron.net/artists23471/2-385670.html#w,
062f326b8e98,images_raw/062f326b8e98.jpg,玄山,Mysterious Mountain,https://artist.artron.net/artists23471/2-385665.html#w,
2910b3ec4bea,images_raw/2910b3ec4bea.jpg,生命的源起,Origin of Life,https://artist.artron.net/artists23471/2-384942.html#w,
609f3fd152a4,images_raw/609f3fd152a4.jpg,神光,Divine Light,https://artist.artron.net/artists23471/2-385671.html#w,
e85d3cc44e5a,images_raw/e85d3cc44e5a.jpg,绿之奏鸣曲,Green Sonata,https://artist.artron.net/artists23471/2-385662.html#w,
faf09d21ad38,images_raw/faf09d21ad38.jpg,翠日,Jade Sun,https://artist.artron.net/artists23471/2-384038.html#w,
88341da6f333,images_raw/88341da6f333.jpg,耸山云闲,Clouds Resting on Lofty Mountains,https://artist.artron.net/artists23471/2-383853.html#w,
48cc0b7ae1ec,images_raw/48cc0b7ae1ec.jpg,衍山,Evolving Mountain,https://artist.artron.net/artists23471/2-384047.html#w,
530bdc8efbc0,images_raw/530bdc8efbc0.jpg,闇谷,Dark Valley,https://artist.artron.net/artists23471/2-383986.html#w,
0106d8494646,images_raw/0106d8494646.jpg,侦查甲壳虫,Reconnaissance Beetle,https://artist.artron.net/artists23462/2-383656.html#w,
6abb98850d1e,images_raw/6abb98850d1e.jpg,子非鱼安知鱼之乐,How Can You Know the Joy of Fish?,https://artist.artron.net/artists23462/2-383193.html#w,
bea7ee674fa1,images_raw/bea7ee674fa1.jpg,开心的狗,Happy Dog,https://artist.artron.net/artists23462/2-382916.html#w,
c2543cb3ec76,images_raw/c2543cb3ec76.jpg,惬意喵眠.PNG,Content Catnap.PNG,https://artist.artron.net/artists23462/2-385196.html#w,
be09a41ed56d,images_raw/be09a41ed56d.jpg,想,Thoughts,https://artist.artron.net/artists23462/2-385480.html#w,
51b28e1848fc,images_raw/51b28e1848fc.jpg,憩,Repose,https://artist.artron.net/artists23462/2-383190.html#w,
8e74b6358482,images_raw/8e74b6358482.jpg,无色鹦鹉,Colorless Parrot,https://artist.artron.net/artists23462/2-383909.html#w,
b08a77016f53,images_raw/b08a77016f53.jpg,毛茸茸的大狗,Fluffy Big Dog,https://artist.artron.net/artists23462/2-383874.html#w,
3714cb01b381,images_raw/3714cb01b381.jpg,爱,Love,https://artist.artron.net/artists23462/2-382364.html#w,
690091d15403,images_raw/690091d15403.jpg,犀之爱,Rhinoceros Love,https://artist.artron.net/artists23462/2-381541.html#w,
8fa40a09a8c2,images_raw/8fa40a09a8c2.jpg,犀牛大哥,Brother Rhino,https://artist.artron.net/artists23462/2-383651.html#w,
ef0d4cfdbb49,images_raw/ef0d4cfdbb49.jpg,狮子王.jpg,Lion King.jpg,https://artist.artron.net/artists23462/2-382915.html#w,
46f42ba64835,images_raw/46f42ba64835.jpg,玩耍的夫妻两,Playing Couple,https://artist.artron.net/artists23462/2-383161.html#w,
b29d63fdc787,images_raw/b29d63fdc787.jpg,羊驼,Alpaca,https://artist.artron.net/artists23462/2-383196.html#w,
4db2d8f5862b,images_raw/4db2d8f5862b.jpg,腾飞.jpg,Soaring.jpg,https://artist.artron.net/artists23462/2-385197.html#w,
ecd948f21ee2,images_raw/ecd948f21ee2.jpg,舒服的猫,Comfortable Cat,https://artist.artron.net/artists23462/2-385484.html#w,
3d308fb78d69,images_raw/3d308fb78d69.jpg,被绑住的龙虾,Bound Lobster,https://artist.artron.net/artists23462/2-382363.html#w,
dbec299f61c3,images_raw/dbec299f61c3.jpg,触,Touch,https://artist.artron.net/artists23462/2-381492.html#w,
38b76c101af4,images_raw/38b76c101af4.jpg,象鸣,Elephant Call,https://artist.artron.net/artists23462/2-383160.html#w,
df732c4410e3,images_raw/df732c4410e3.jpg,避雨的小猪,Pig Sheltering from the Rain,https://artist.artron.net/artists23462/2-383877.html#w,
712e746c036e,images_raw/712e746c036e.jpg,骑猪的小男孩,Boy Riding a Pig,https://artist.artron.net/artists23462/2-383878.html#w,
143995e0f218,images_raw/143995e0f218.jpg,黑夜里的黑猫,Black Cat in the Night,https://artist.artron.net/artists23462/2-381767.html#w,
55fc7242b742,images_raw/55fc7242b742.jpg,《城堡之夜》,Night of the Castle,https://artist.artron.net/artists5391/2-325831.html#w,
b76862d85aa1,images_raw/b76862d85aa1.jpg,《她送我的花》,The Flowers She Gave Me,https://artist.artron.net/artists5391/2-325816.html#w,
817c85485534,images_raw/817c85485534.jpg,中国远征军-老兵李文德,Chinese Expeditionary Force - Veteran Li Wende,https://artist.artron.net/artists5391/1-141760.html#w,
b83d22c85cbc,images_raw/b83d22c85cbc.jpg,坝上春色,Spring Colors on the Dam,https://artist.artron.net/artists5391/1-230309.html#w,
b661535ffe1b,images_raw/b661535ffe1b.jpg,坝上暮色,Evening at Bashang,https://artist.artron.net/artists5391/1-230308.html#w,
1d761e9323fc,images_raw/1d761e9323fc.jpg,基尔海港的粉色回忆,Pink Memories of Kiel Harbor,https://artist.artron.net/artists5391/1-230304.html#w,
df934ec0cfa8,images_raw/df934ec0cfa8.jpg,川流不息,Endless Flow,https://artist.artron.net/artists5391/1-142000.html#w,
cd180a38fc7a,images_raw/cd180a38fc7a.jpg,施塔恩贝格帆影,Sailboats on Lake Starnberg,https://artist.artron.net/artists5391/1-230318.html#w,
9753bef074d8,images_raw/9753bef074d8.jpg,早春,Early Spring,https://artist.artron.net/artists5391/1-143905.html#w,
a16ab781ce1e,images_raw/a16ab781ce1e.jpg,春消息,Spring Tidings,https://artist.artron.net/artists5391/1-143917.html#w,
9d10103ab892,images_raw/9d10103ab892.jpg,水边人家,Waterside Dwellings,https://artist.artron.net/artists5391/2-143910.html#w,
f4a566d593e1,images_raw/f4a566d593e1.jpg,黑白映光,Black and White Reflection,https://artist.artron.net/artists5391/2-245690.html#w,
4e9b28043484,images_raw/4e9b28043484.jpg,冬季,Winter,https://artist.artron.net/artists314; https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842; https://www.artmajeur.com/giancarlo-colombo?view=grid&collections%5B%5D=2426074,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/4e9b28043484.jpg
be2e4aa15c3e,images_raw/be2e4aa15c3e.jpg,阳光,Sunshine,https://artist.artron.net/artists314; https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/be2e4aa15c3e.jpg
ee4610588f3f,images_raw/ee4610588f3f.jpg,夏天,Summer,https://artist.artron.net/artists314; https://www.artmajeur.com/igor-shulman?view=grid&collections%5B%5D=1286191; https://www.artmajeur.com/irina-laube?view=grid&collections%5B%5D=1872800,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/ee4610588f3f.jpg
8b65e0c18de3,images_raw/8b65e0c18de3.jpg,早市,Morning Market,https://artist.artron.net/artists314; https://www.artmajeur.com/nga-tran?view=grid&collections%5B%5D=2287606,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/8b65e0c18de3.jpg
ff377c0bca2d,images_raw/ff377c0bca2d.jpg,秋水,Autumn Water,https://artist.artron.net/artists314; https://guanpuxue.artron.net/,
dca21e3fef6e,images_raw/dca21e3fef6e.jpg,可爱的一家人,A Lovely Family,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,
1032c94dc26c,images_raw/1032c94dc26c.jpg,怒猫,Furious Cat,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,
625823d46eb1,images_raw/625823d46eb1.jpg,母爱,Maternal Love,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,
221db885cfc0,images_raw/221db885cfc0.jpg,生命之花,Flower of Life,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,
d5932764f0aa,images_raw/d5932764f0aa.jpg,《泪海》,Sea of Tears,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,
1d28721e715a,images_raw/1d28721e715a.jpg,水乡小镇,Waterside Town,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,
853726305a18,images_raw/853726305a18.jpg,快乐,Joy,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/853726305a18.jpg
f7513c4b7f7f,images_raw/f7513c4b7f7f.jpg,爱丽丝,Alice,https://www.artmajeur.com/annabelle-amory?view=grid&collections%5B%5D=2064842,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/f7513c4b7f7f.jpg
72a078c649f4,images_raw/72a078c649f4.jpg,南尼巴,Nanny Bar,https://www.artmajeur.com/awe-haiwe?view=grid&collections%5B%5D=2197639,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/72a078c649f4.jpg
15b49eba10c4,images_raw/15b49eba10c4.jpg,孩子,Child,https://www.artmajeur.com/awe-haiwe?view=grid&collections%5B%5D=2197639,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/15b49eba10c4.jpg
71262447b9c5,images_raw/71262447b9c5.jpg,生活,Life,https://www.artmajeur.com/awe-haiwe?view=grid&collections%5B%5D=2197639,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/71262447b9c5.jpg
1d2dc99906a8,images_raw/1d2dc99906a8.jpg,《全球化·克隆》,Globalization·Clone,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/1d2dc99906a8.jpg
8551ae7f80f7,images_raw/8551ae7f80f7.jpg,亿万恩典拯救世界,Billions of Graces Save the World,https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset_760/images/artmajeur/8551ae7f80f7.jpg
